2011 Statistical Area Level 1  (SA1) 7-Digit Code,Usual Resident Population,Score,Ranking within Australia Rank,Ranking within Australia Decile, Ranking within Australia Percentile,Ranking within State or Territory State,Ranking within State or Territory Rank,Ranking within State or Territory Decile,Ranking within State or Territory Percentile
1127915,440,919,9104,2,18,NSW,3500,3,21
1127916,492,905,7725,2,15,NSW,2991,2,18
1127917,341,986,18958,4,37,NSW,6750,4,40
1127918,244,934,10819,3,21,NSW,4059,3,24
1127919,184,1008,23380,5,45,NSW,8120,5,48
1127920,342,979,17622,4,34,NSW,6325,4,37
1127921,367,976,17115,4,33,NSW,6171,4,37
1127922,470,859,4284,1,9,NSW,1663,1,10
1127923,554,986,18987,4,37,NSW,6756,4,40
1127924,124,1022,26886,6,52,NSW,9145,6,54
1127925,287,854,4055,1,8,NSW,1579,1,10
1127926,247,866,4756,1,10,NSW,1825,2,11
1127927,481,877,5443,2,11,NSW,2091,2,13
1127928,385,885,6042,2,12,NSW,2347,2,14
1127929,388,789,1808,1,4,NSW,732,1,5
1127930,346,866,4726,1,9,NSW,1815,2,11
1127931,401,827,2869,1,6,NSW,1144,1,7
1127932,351,835,3196,1,7,NSW,1290,1,8
1127933,321,834,3153,1,6,NSW,1273,1,8
1127934,510,881,5696,2,11,NSW,2200,2,13
1127935,245,857,4200,1,8,NSW,1633,1,10
1127936,511,915,8655,2,17,NSW,3337,2,20
1127937,436,834,3177,1,7,NSW,1282,1,8
1128001,180,906,7855,2,15,NSW,3039,2,18
1128002,244,904,7649,2,15,NSW,2960,2,18
1128003,522,862,4492,1,9,NSW,1733,2,11
1128004,328,932,10569,3,21,NSW,3978,3,24
1128005,381,983,18240,4,35,NSW,6521,4,39
1128006,396,858,4257,1,9,NSW,1655,1,10
1128008,292,895,6817,2,13,NSW,2642,2,16
1128009,305,928,10202,2,20,NSW,3849,3,23
1128010,303,825,2804,1,6,NSW,1113,1,7
1128011,282,869,4946,1,10,NSW,1904,2,12
1128012,322,1015,25069,5,48,NSW,8602,6,51
1128013,297,950,13045,3,25,NSW,4816,3,29
1128014,260,968,15786,4,31,NSW,5735,4,34
1128101,280,1009,23716,5,46,NSW,8205,5,48
1128102,312,1061,36995,8,71,NSW,12057,8,71
1128103,441,1009,23704,5,46,NSW,8203,5,48
1128104,403,1023,27066,6,52,NSW,9201,6,54
1128105,320,1040,31396,6,60,NSW,10461,7,62
1128106,239,1036,30375,6,58,NSW,10163,6,60
1128107,301,991,19892,4,38,NSW,7037,5,42
1128108,325,1028,28199,6,54,NSW,9539,6,56
1128109,280,994,20534,4,40,NSW,7252,5,43
1128110,397,1021,26547,6,51,NSW,9038,6,53
1128202,388,884,5924,2,12,NSW,2295,2,14
1128203,618,961,14577,3,28,NSW,5318,4,32
1128204,563,986,19017,4,37,NSW,6768,4,40
1128205,438,929,10256,2,20,NSW,3871,3,23
1128206,334,912,8332,2,16,NSW,3213,2,19
1128207,236,845,3638,1,7,NSW,1439,1,9
1128208,346,892,6599,2,13,NSW,2558,2,15
1128209,285,850,3844,1,8,NSW,1505,1,9
1128210,383,922,9477,2,19,NSW,3611,3,22
1128211,367,836,3238,1,7,NSW,1306,1,8
1128212,457,1000,21804,5,42,NSW,7637,5,45
1128213,216,972,16324,4,32,NSW,5920,4,35
1128214,357,902,7443,2,15,NSW,2885,2,17
1128215,453,927,10004,2,20,NSW,3793,3,23
1128216,244,1014,24764,5,48,NSW,8504,5,50
1128217,353,1018,25820,5,50,NSW,8820,6,52
1128218,240,1035,29957,6,57,NSW,10029,6,59
1128219,494,840,3402,1,7,NSW,1362,1,8
1128220,288,915,8702,2,17,NSW,3348,2,20
1128221,437,934,10922,3,21,NSW,4094,3,24
1128222,341,903,7548,2,15,NSW,2927,2,18
1128223,383,981,17926,4,35,NSW,6432,4,38
1128224,387,1002,22222,5,43,NSW,7770,5,46
1128225,366,987,19134,4,37,NSW,6809,4,40
1128226,446,939,11555,3,22,NSW,4327,3,26
1128227,461,967,15559,3,30,NSW,5655,4,34
1128228,385,950,12980,3,25,NSW,4787,3,28
1128229,433,992,20175,4,39,NSW,7128,5,42
1128230,395,994,20436,4,39,NSW,7216,5,43
1128231,492,988,19299,4,37,NSW,6862,5,41
1128232,265,965,15211,3,29,NSW,5537,4,33
1128233,329,909,8105,2,16,NSW,3127,2,19
1128234,271,996,20815,4,40,NSW,7340,5,43
1128235,464,957,13925,3,27,NSW,5106,3,30
1128236,251,970,16128,4,31,NSW,5855,4,35
1128237,421,1013,24579,5,47,NSW,8448,5,50
1128238,306,958,14153,3,27,NSW,5181,4,31
1128239,254,1010,24030,5,46,NSW,8292,5,49
1128301,192,963,14864,3,29,NSW,5416,4,32
1128302,380,971,16153,4,31,NSW,5867,4,35
1128303,233,993,20262,4,39,NSW,7154,5,42
1128304,421,884,5952,2,12,NSW,2308,2,14
1128305,601,941,11698,3,23,NSW,4375,3,26
1128306,337,978,17375,4,34,NSW,6247,4,37
1128307,397,976,17110,4,33,NSW,6169,4,37
1128308,217,1027,28119,6,54,NSW,9520,6,56
1128309,323,1058,36082,7,69,NSW,11808,7,69
1128310,196,1027,28159,6,54,NSW,9530,6,56
1128312,30,975,16959,4,33,NSW,6116,4,36
1128313,256,1057,35756,7,69,NSW,11713,7,69
1128314,399,997,21012,4,40,NSW,7406,5,44
1128315,195,997,21068,5,41,NSW,7424,5,44
1128316,206,923,9528,2,19,NSW,3631,3,22
1128317,247,993,20289,4,39,NSW,7162,5,42
1128401,338,1056,35507,7,68,NSW,11648,7,68
1128402,327,977,17188,4,33,NSW,6192,4,37
1128403,307,1099,46152,9,88,NSW,14739,9,87
1128404,407,1061,36905,8,71,NSW,12035,8,71
1128405,544,1038,30678,6,59,NSW,10247,6,60
1128406,381,1075,40522,8,78,NSW,12995,8,76
1128407,449,1055,35286,7,68,NSW,11577,7,68
1128408,322,1084,42702,9,82,NSW,13660,8,80
1128409,663,1077,41043,8,79,NSW,13146,8,77
1128410,165,1143,52150,10,100,NSW,16945,10,99
1128411,458,1109,48181,10,92,NSW,15420,10,91
1128412,338,1096,45497,9,87,NSW,14527,9,85
1128413,460,1044,32360,7,62,NSW,10712,7,63
1128414,317,1111,48535,10,93,NSW,15542,10,91
1128415,391,948,12688,3,25,NSW,4696,3,28
1128416,408,932,10630,3,21,NSW,3999,3,24
1128417,310,940,11562,3,22,NSW,4330,3,26
1128418,402,1001,21909,5,42,NSW,7660,5,45
1128419,365,1017,25649,5,49,NSW,8770,6,52
1128420,320,1073,40055,8,77,NSW,12861,8,76
1128421,360,1071,39510,8,76,NSW,12722,8,75
1128422,608,1092,44634,9,85,NSW,14258,9,84
1128423,342,1104,47210,9,90,NSW,15076,9,88
1128424,446,1033,29623,6,57,NSW,9950,6,59
1128425,322,1124,50524,10,97,NSW,16268,10,95
1128426,543,1103,46994,9,90,NSW,14999,9,88
1128427,329,1033,29615,6,57,NSW,9947,6,59
1128428,380,1055,35375,7,68,NSW,11605,7,68
1128429,113,1074,40199,8,77,NSW,12904,8,76
1128430,586,1111,48558,10,93,NSW,15552,10,91
1128431,462,961,14649,3,28,NSW,5339,4,32
1128501,313,1080,41730,8,80,NSW,13367,8,79
1128502,383,1017,25607,5,49,NSW,8755,6,52
1128503,238,991,19985,4,39,NSW,7066,5,42
1128504,382,961,14546,3,28,NSW,5309,4,31
1128505,469,1000,21818,5,42,NSW,7641,5,45
1128506,594,973,16643,4,32,NSW,6015,4,36
1128507,426,1044,32376,7,62,NSW,10717,7,63
1128508,303,1047,33276,7,64,NSW,10999,7,65
1128509,401,980,17775,4,34,NSW,6374,4,38
1128510,352,1039,30962,6,59,NSW,10325,7,61
1128511,327,1012,24472,5,47,NSW,8410,5,50
1128512,180,1042,31937,7,61,NSW,10609,7,62
1128513,620,1002,22215,5,43,NSW,7767,5,46
1128514,293,968,15743,3,30,NSW,5718,4,34
1128515,338,1087,43363,9,83,NSW,13878,9,82
1128516,49,978,17372,4,34,NSW,6245,4,37
1128601,372,978,17429,4,34,NSW,6267,4,37
1128603,300,1127,51009,10,98,NSW,16457,10,97
1128604,401,1060,36742,7,70,NSW,11994,8,71
1128605,350,1029,28472,6,55,NSW,9616,6,57
1128606,418,1011,24165,5,46,NSW,8321,5,49
1128607,542,930,10439,2,20,NSW,3935,3,23
1128608,255,882,5779,2,11,NSW,2235,2,14
1128609,323,893,6676,2,13,NSW,2588,2,16
1128610,484,867,4803,1,10,NSW,1843,2,11
1128611,405,1062,37237,8,71,NSW,12126,8,71
1128613,468,1023,26985,6,52,NSW,9173,6,54
1128614,691,1013,24645,5,47,NSW,8465,5,50
1128615,538,1086,43113,9,83,NSW,13790,9,81
1128616,275,1085,42892,9,82,NSW,13726,9,81
1128617,264,1053,34682,7,66,NSW,11392,7,67
1128618,260,931,10533,3,21,NSW,3968,3,24
1128619,475,900,7271,2,14,NSW,2818,2,17
1128620,491,1028,28214,6,54,NSW,9547,6,56
1128621,219,955,13738,3,27,NSW,5048,3,30
1128622,310,1039,30979,6,59,NSW,10331,7,61
1128623,248,1035,30147,6,58,NSW,10096,6,59
1128701,374,1030,28755,6,55,NSW,9699,6,57
1128702,423,1088,43672,9,84,NSW,13968,9,82
1128703,628,872,5118,1,10,NSW,1966,2,12
1128704,640,928,10143,2,20,NSW,3829,3,23
1128705,416,992,20141,4,39,NSW,7116,5,42
1128706,263,981,18020,4,35,NSW,6462,4,38
1128707,412,1002,22136,5,43,NSW,7740,5,46
1128708,460,988,19411,4,37,NSW,6899,5,41
1128709,365,1110,48403,10,93,NSW,15488,10,91
1128710,375,977,17287,4,33,NSW,6217,4,37
1128711,283,913,8486,2,17,NSW,3277,2,20
1128712,171,869,4921,1,10,NSW,1893,2,12
1128713,242,718,883,1,2,NSW,335,1,2
1128714,787,1007,23340,5,45,NSW,8104,5,48
1128715,60,1133,51522,10,98,NSW,16657,10,98
1128716,482,1078,41160,8,79,NSW,13182,8,77
1128717,382,959,14278,3,28,NSW,5228,4,31
1128718,330,1031,28982,6,56,NSW,9765,6,57
1128719,318,1007,23297,5,45,NSW,8092,5,48
1128720,245,1063,37353,8,72,NSW,12162,8,71
1128721,543,980,17865,4,34,NSW,6408,4,38
1128723,346,1070,39098,8,75,NSW,12612,8,74
1128724,240,1096,45408,9,87,NSW,14503,9,85
1128725,116,1073,39917,8,76,NSW,12829,8,75
1128801,152,990,19707,4,38,NSW,6973,5,41
1128802,285,993,20199,4,39,NSW,7133,5,42
1128803,226,988,19239,4,37,NSW,6841,4,40
1128804,308,1054,35101,7,67,NSW,11524,7,68
1128805,310,1074,40265,8,77,NSW,12919,8,76
1128806,250,1086,43138,9,83,NSW,13801,9,81
1128807,515,1087,43537,9,83,NSW,13927,9,82
1128808,185,1074,40147,8,77,NSW,12892,8,76
1128809,239,1036,30209,6,58,NSW,10113,6,60
1128811,209,1058,36081,7,69,NSW,11807,7,69
1128812,692,1072,39613,8,76,NSW,12745,8,75
1128901,622,1028,28380,6,54,NSW,9591,6,56
1128902,385,947,12529,3,24,NSW,4639,3,28
1128903,531,1045,32802,7,63,NSW,10856,7,64
1128904,474,1066,38181,8,73,NSW,12368,8,73
1128905,151,1096,45381,9,87,NSW,14495,9,85
1128906,385,1070,39204,8,75,NSW,12632,8,74
1128907,267,1037,30590,6,59,NSW,10227,6,60
1128908,193,1043,32279,7,62,NSW,10694,7,63
1128909,308,1081,41886,8,80,NSW,13418,8,79
1128910,249,1087,43482,9,83,NSW,13909,9,82
1128911,147,1122,50363,10,96,NSW,16212,10,95
1128912,153,1098,45842,9,88,NSW,14650,9,86
1128913,309,988,19302,4,37,NSW,6864,5,41
1128914,470,980,17818,4,34,NSW,6389,4,38
1128915,285,1050,33939,7,65,NSW,11197,7,66
1128916,407,1027,28134,6,54,NSW,9524,6,56
1128917,330,1032,29167,6,56,NSW,9826,6,58
1128918,283,1013,24573,5,47,NSW,8444,5,50
1128919,201,1011,24210,5,47,NSW,8336,5,49
1129001,525,1048,33614,7,64,NSW,11104,7,65
1129002,705,1062,37190,8,71,NSW,12114,8,71
1129003,491,1104,47306,9,90,NSW,15109,9,89
1129004,516,1022,26714,6,51,NSW,9090,6,54
1129005,645,1085,42913,9,82,NSW,13735,9,81
1129006,379,1127,50985,10,97,NSW,16449,10,97
1129007,296,1123,50438,10,96,NSW,16234,10,95
1129008,600,1093,44839,9,86,NSW,14332,9,84
1129009,445,1080,41775,8,80,NSW,13384,8,79
1129010,486,1121,50114,10,96,NSW,16118,10,95
1129011,346,1126,50867,10,97,NSW,16390,10,96
1129012,498,1092,44605,9,85,NSW,14249,9,84
1129013,551,1118,49777,10,95,NSW,15988,10,94
1129014,473,1105,47404,10,91,NSW,15139,9,89
1129015,427,1086,43300,9,83,NSW,13857,9,81
1129016,586,1102,46832,9,90,NSW,14955,9,88
1129017,316,1041,31668,7,61,NSW,10537,7,62
1129018,542,1103,47032,9,90,NSW,15019,9,88
1129019,335,1084,42715,9,82,NSW,13666,8,80
1129020,398,1106,47644,10,91,NSW,15224,9,89
1129021,526,1103,46939,9,90,NSW,14981,9,88
1129022,410,1096,45518,9,87,NSW,14531,9,85
1129023,359,1070,39234,8,75,NSW,12639,8,74
1129024,529,1092,44688,9,85,NSW,14278,9,84
1129025,249,1100,46343,9,89,NSW,14791,9,87
1129026,566,1106,47673,10,91,NSW,15235,9,89
1129027,344,1105,47394,10,91,NSW,15135,9,89
1129028,500,1081,41954,8,80,NSW,13438,8,79
1129029,520,1088,43617,9,83,NSW,13949,9,82
1129030,331,1109,48267,10,92,NSW,15449,10,91
1129031,548,1069,38877,8,74,NSW,12558,8,74
1129032,698,1050,33991,7,65,NSW,11216,7,66
1129033,706,1070,39261,8,75,NSW,12653,8,74
1129034,217,1034,29755,6,57,NSW,9978,6,59
1129035,527,1087,43411,9,83,NSW,13892,9,82
1129036,408,1087,43532,9,83,NSW,13923,9,82
1129037,665,1081,41884,8,80,NSW,13416,8,79
1129038,306,1065,38039,8,73,NSW,12329,8,72
1129039,217,1074,40262,8,77,NSW,12918,8,76
1129040,478,1092,44603,9,85,NSW,14247,9,84
1129041,311,1080,41811,8,80,NSW,13392,8,79
1129042,481,1111,48491,10,93,NSW,15525,10,91
1129043,582,1079,41553,8,80,NSW,13311,8,78
1129044,285,1132,51436,10,98,NSW,16619,10,98
1129045,563,1098,45967,9,88,NSW,14683,9,86
1129046,200,1053,34823,7,67,NSW,11433,7,67
1129047,269,1107,47920,10,92,NSW,15328,9,90
1129101,354,1127,50923,10,97,NSW,16420,10,96
1129102,393,1147,52323,10,100,NSW,17025,10,100
1129103,530,1120,50000,10,96,NSW,16074,10,94
1129104,407,1125,50703,10,97,NSW,16329,10,96
1129105,466,1125,50788,10,97,NSW,16358,10,96
1129106,402,1111,48559,10,93,NSW,15553,10,91
1129107,258,1089,43992,9,84,NSW,14065,9,83
1129108,489,1103,47001,9,90,NSW,15001,9,88
1129109,480,1096,45577,9,87,NSW,14551,9,85
1129110,516,1137,51822,10,99,NSW,16789,10,98
1129111,552,1153,52463,10,100,NSW,17085,10,100
1129112,380,1135,51665,10,99,NSW,16723,10,98
1129113,262,1106,47574,10,91,NSW,15203,9,89
1129114,388,1101,46513,9,89,NSW,14848,9,87
1129115,428,1105,47460,10,91,NSW,15156,9,89
1129116,574,1092,44551,9,85,NSW,14230,9,84
1129117,321,1122,50309,10,96,NSW,16199,10,95
1129118,408,1103,47096,9,90,NSW,15035,9,88
1129119,449,1111,48552,10,93,NSW,15550,10,91
1129120,399,1139,51950,10,99,NSW,16852,10,99
1129121,435,1124,50585,10,97,NSW,16287,10,96
1129122,272,1096,45597,9,87,NSW,14560,9,85
1129123,367,1103,46991,9,90,NSW,14998,9,88
1129124,297,1109,48219,10,92,NSW,15435,10,91
1129125,302,1106,47646,10,91,NSW,15226,9,89
1129126,1061,1134,51617,10,99,NSW,16701,10,98
1129128,534,1076,40749,8,78,NSW,13052,8,77
1129129,567,1114,48993,10,94,NSW,15692,10,92
1129130,198,1139,51998,10,99,NSW,16875,10,99
1129131,368,1096,45410,9,87,NSW,14505,9,85
1129132,218,1098,46011,9,88,NSW,14701,9,86
1129133,462,1084,42623,9,82,NSW,13629,8,80
1129134,242,1122,50263,10,96,NSW,16174,10,95
1129135,302,1069,39050,8,75,NSW,12603,8,74
1129136,224,1079,41383,8,79,NSW,13255,8,78
1129137,468,1154,52476,10,100,NSW,17090,10,100
1129139,392,1115,49303,10,94,NSW,15813,10,93
1129140,484,1054,34988,7,67,NSW,11485,7,68
1129141,372,1101,46584,9,89,NSW,14869,9,87
1129142,504,1076,40685,8,78,NSW,13042,8,77
1129143,692,1115,49241,10,94,NSW,15790,10,93
1129144,452,1112,48635,10,93,NSW,15588,10,91
1129145,502,1116,49418,10,94,NSW,15852,10,93
1129146,396,1098,45824,9,88,NSW,14647,9,86
1129201,287,1126,50838,10,97,NSW,16381,10,96
1129202,505,1149,52384,10,100,NSW,17049,10,100
1129203,397,1132,51479,10,98,NSW,16637,10,98
1129204,484,1110,48459,10,93,NSW,15512,10,91
1129205,308,1098,45968,9,88,NSW,14684,9,86
1129206,477,1126,50799,10,97,NSW,16365,10,96
1129207,325,1115,49327,10,94,NSW,15823,10,93
1129208,271,1129,51128,10,98,NSW,16509,10,97
1129209,403,1133,51501,10,98,NSW,16648,10,98
1129210,510,1123,50393,10,96,NSW,16222,10,95
1129211,385,1064,37816,8,72,NSW,12277,8,72
1129212,481,1081,41994,8,80,NSW,13445,8,79
1129213,576,1119,49866,10,95,NSW,16018,10,94
1129215,294,1143,52175,10,100,NSW,16958,10,99
1129216,248,1118,49715,10,95,NSW,15962,10,94
1129217,592,1113,48825,10,93,NSW,15645,10,92
1129218,619,1091,44354,9,85,NSW,14163,9,83
1129219,584,1119,49830,10,95,NSW,16006,10,94
1129220,446,1079,41597,8,80,NSW,13324,8,78
1129221,439,1100,46360,9,89,NSW,14798,9,87
1129222,348,1123,50452,10,96,NSW,16239,10,95
1129223,318,1135,51672,10,99,NSW,16729,10,98
1129224,343,1146,52286,10,100,NSW,17006,10,100
1129225,652,1093,44890,9,86,NSW,14351,9,84
1129226,212,1158,52528,10,100,NSW,17109,10,100
1129227,568,1150,52399,10,100,NSW,17057,10,100
1129228,528,1134,51573,10,99,NSW,16677,10,98
1129229,270,1152,52435,10,100,NSW,17071,10,100
1129230,598,1131,51345,10,98,NSW,16586,10,97
1129231,495,1126,50879,10,97,NSW,16394,10,96
1129232,224,1128,51017,10,98,NSW,16463,10,97
1129233,401,1142,52121,10,100,NSW,16934,10,99
1129234,387,1120,50075,10,96,NSW,16099,10,94
1129235,402,1097,45674,9,87,NSW,14590,9,86
1129236,404,1078,41291,8,79,NSW,13226,8,78
1129237,562,991,19975,4,38,NSW,7064,5,42
1129238,495,1107,47844,10,92,NSW,15298,9,90
1129239,454,1128,51055,10,98,NSW,16480,10,97
1129240,431,1099,46178,9,88,NSW,14746,9,87
1129241,665,1072,39779,8,76,NSW,12788,8,75
1129242,561,1073,39921,8,76,NSW,12830,8,75
1129244,335,1112,48774,10,93,NSW,15628,10,92
1129245,538,1084,42765,9,82,NSW,13681,8,80
1129246,585,1106,47726,10,91,NSW,15260,9,90
1129247,396,1067,38408,8,74,NSW,12441,8,73
1129248,640,1054,34943,7,67,NSW,11470,7,67
1129249,657,1078,41268,8,79,NSW,13216,8,78
1129250,450,1064,37686,8,72,NSW,12246,8,72
1129251,647,1097,45648,9,87,NSW,14581,9,86
1129253,367,1113,48940,10,94,NSW,15675,10,92
1129254,375,1105,47539,10,91,NSW,15191,9,89
1129255,288,1126,50801,10,97,NSW,16366,10,96
1129256,299,1128,51114,10,98,NSW,16505,10,97
1129257,458,1140,52045,10,99,NSW,16897,10,99
1129258,437,1113,48949,10,94,NSW,15676,10,92
1129259,489,1146,52287,10,100,NSW,17007,10,100
1129260,400,1079,41388,8,79,NSW,13257,8,78
1129261,1127,1059,36373,7,70,NSW,11890,7,70
1129262,518,1120,50073,10,96,NSW,16098,10,94
1129263,235,1103,47107,9,90,NSW,15039,9,88
1129264,250,1134,51610,10,99,NSW,16696,10,98
1129301,362,1103,47051,9,90,NSW,15024,9,88
1129302,403,1136,51800,10,99,NSW,16780,10,98
1129303,579,1116,49477,10,95,NSW,15871,10,93
1129304,287,1130,51228,10,98,NSW,16542,10,97
1129305,536,1090,44059,9,84,NSW,14083,9,83
1129306,325,1137,51823,10,99,NSW,16790,10,99
1129307,340,1113,48969,10,94,NSW,15685,10,92
1129308,502,1061,37025,8,71,NSW,12067,8,71
1129309,220,1142,52116,10,100,NSW,16932,10,99
1129310,341,1143,52147,10,100,NSW,16943,10,99
1129311,278,1130,51253,10,98,NSW,16552,10,97
1129312,217,1137,51871,10,99,NSW,16810,10,99
1129313,296,1119,49905,10,95,NSW,16035,10,94
1129314,272,1109,48148,10,92,NSW,15406,9,90
1129315,494,1110,48383,10,93,NSW,15482,10,91
1129316,313,1125,50721,10,97,NSW,16336,10,96
1129317,498,1136,51764,10,99,NSW,16768,10,98
1129318,285,1111,48533,10,93,NSW,15541,10,91
1129319,400,1109,48184,10,92,NSW,15421,10,91
1129320,370,1126,50888,10,97,NSW,16400,10,96
1129321,401,1103,46945,9,90,NSW,14983,9,88
1129322,275,1124,50529,10,97,NSW,16269,10,95
1129323,188,1118,49770,10,95,NSW,15985,10,94
1129324,240,1125,50790,10,97,NSW,16359,10,96
1129325,424,1112,48803,10,93,NSW,15640,10,92
1129326,213,1136,51752,10,99,NSW,16763,10,98
1129327,389,1118,49697,10,95,NSW,15953,10,94
1129328,337,1125,50727,10,97,NSW,16339,10,96
1129329,343,1126,50825,10,97,NSW,16376,10,96
1129330,358,1100,46291,9,89,NSW,14778,9,87
1129331,486,1115,49217,10,94,NSW,15778,10,93
1129332,381,1105,47409,10,91,NSW,15141,9,89
1129333,495,1102,46805,9,90,NSW,14944,9,88
1129334,434,1080,41718,8,80,NSW,13361,8,78
1129335,306,1149,52382,10,100,NSW,17048,10,100
1129336,511,1134,51586,10,99,NSW,16683,10,98
1129337,631,1118,49772,10,95,NSW,15986,10,94
1129338,359,1136,51782,10,99,NSW,16774,10,98
1129339,422,1146,52273,10,100,NSW,17001,10,100
1129340,348,1120,50099,10,96,NSW,16112,10,95
1129341,254,1116,49342,10,94,NSW,15826,10,93
1129342,284,1015,25183,5,48,NSW,8635,6,51
1129344,392,1035,30173,6,58,NSW,10102,6,59
1129345,1507,867,4820,1,10,NSW,1852,2,11
1129347,435,1114,48987,10,94,NSW,15689,10,92
1129348,428,1059,36371,7,70,NSW,11889,7,70
1129349,266,1075,40474,8,77,NSW,12978,8,76
1129350,237,1115,49154,10,94,NSW,15751,10,92
1129351,610,1127,50930,10,97,NSW,16425,10,96
1129352,437,1148,52369,10,100,NSW,17041,10,100
1129353,347,1140,52050,10,100,NSW,16901,10,99
1129354,302,1155,52487,10,100,NSW,17093,10,100
1129355,311,1143,52180,10,100,NSW,16960,10,99
1129356,452,1125,50722,10,97,NSW,16337,10,96
1129357,424,1115,49206,10,94,NSW,15774,10,93
1129358,471,1131,51336,10,98,NSW,16584,10,97
1129359,363,1123,50477,10,97,NSW,16248,10,95
1129360,377,1124,50597,10,97,NSW,16290,10,96
1129361,247,1122,50244,10,96,NSW,16170,10,95
1129362,462,1115,49296,10,94,NSW,15811,10,93
1129363,568,1115,49233,10,94,NSW,15785,10,93
1129364,344,1125,50700,10,97,NSW,16327,10,96
1129401,588,1133,51549,10,99,NSW,16669,10,98
1129402,357,1138,51900,10,99,NSW,16826,10,99
1129403,244,1078,41182,8,79,NSW,13189,8,77
1129404,95,1074,40222,8,77,NSW,12908,8,76
1129405,379,1107,47900,10,92,NSW,15318,9,90
1129406,317,1129,51127,10,98,NSW,16508,10,97
1129407,305,1121,50143,10,96,NSW,16129,10,95
1129408,466,1137,51814,10,99,NSW,16785,10,98
1129409,339,1137,51841,10,99,NSW,16797,10,99
1129410,280,1131,51349,10,98,NSW,16589,10,97
1129411,215,1144,52204,10,100,NSW,16974,10,100
1129412,425,1146,52303,10,100,NSW,17015,10,100
1129413,611,1112,48718,10,93,NSW,15610,10,92
1129414,372,1112,48654,10,93,NSW,15595,10,92
1129415,393,1078,41154,8,79,NSW,13179,8,77
1129416,445,1133,51558,10,99,NSW,16672,10,98
1129501,238,1120,49976,10,96,NSW,16065,10,94
1129502,530,1101,46526,9,89,NSW,14853,9,87
1129503,440,1093,44697,9,86,NSW,14281,9,84
1129504,598,1121,50167,10,96,NSW,16139,10,95
1129505,686,1116,49471,10,95,NSW,15867,10,93
1129506,507,1125,50734,10,97,NSW,16343,10,96
1129507,325,1112,48638,10,93,NSW,15589,10,91
1129508,380,1097,45787,9,88,NSW,14633,9,86
1129509,736,1116,49466,10,95,NSW,15866,10,93
1129510,479,1130,51261,10,98,NSW,16556,10,97
1129511,407,1116,49360,10,94,NSW,15831,10,93
1129512,645,1108,48017,10,92,NSW,15365,9,90
1129513,418,1105,47381,10,91,NSW,15131,9,89
1129514,603,1116,49385,10,94,NSW,15843,10,93
1129515,575,1118,49730,10,95,NSW,15966,10,94
1129516,666,1121,50108,10,96,NSW,16116,10,95
1129517,286,1114,49001,10,94,NSW,15693,10,92
1129518,514,1064,37690,8,72,NSW,12247,8,72
1129519,504,1112,48646,10,93,NSW,15594,10,92
1129520,493,1113,48826,10,93,NSW,15646,10,92
1129521,300,1118,49723,10,95,NSW,15964,10,94
1129522,678,1111,48513,10,93,NSW,15533,10,91
1129523,561,1118,49790,10,95,NSW,15989,10,94
1129524,644,1105,47529,10,91,NSW,15185,9,89
1129525,532,1114,49146,10,94,NSW,15748,10,92
1129526,411,1112,48726,10,93,NSW,15612,10,92
1129527,524,1133,51489,10,98,NSW,16642,10,98
1129528,359,1117,49512,10,95,NSW,15887,10,93
1129529,462,1122,50307,10,96,NSW,16198,10,95
1129530,493,1114,49097,10,94,NSW,15727,10,92
1129531,259,1099,46103,9,88,NSW,14726,9,86
1129532,349,1134,51595,10,99,NSW,16688,10,98
1129533,426,1121,50232,10,96,NSW,16163,10,95
1129534,369,1154,52479,10,100,NSW,17091,10,100
1129535,828,1146,52302,10,100,NSW,17014,10,100
1129536,444,1102,46815,9,90,NSW,14947,9,88
1129537,559,1115,49240,10,94,NSW,15789,10,93
1129538,590,1125,50720,10,97,NSW,16335,10,96
1129539,342,1094,45112,9,86,NSW,14407,9,85
1129540,455,1039,30960,6,59,NSW,10324,7,61
1129541,290,1106,47669,10,91,NSW,15233,9,89
1129542,504,1105,47397,10,91,NSW,15136,9,89
1129543,472,1085,43092,9,82,NSW,13782,9,81
1129544,570,1091,44268,9,85,NSW,14132,9,83
1129545,546,1119,49906,10,95,NSW,16036,10,94
1129546,780,1075,40488,8,78,NSW,12987,8,76
1129547,421,1091,44274,9,85,NSW,14136,9,83
1129548,543,1127,50959,10,97,NSW,16436,10,96
1129601,334,1138,51902,10,99,NSW,16828,10,99
1129602,320,1128,51075,10,98,NSW,16490,10,97
1129603,388,1082,42264,9,81,NSW,13517,8,79
1129604,238,1141,52069,10,100,NSW,16912,10,99
1129605,355,1135,51664,10,99,NSW,16722,10,98
1129606,443,1146,52283,10,100,NSW,17005,10,100
1129607,259,1144,52194,10,100,NSW,16968,10,100
1129608,265,1115,49289,10,94,NSW,15807,10,93
1129609,346,1126,50851,10,97,NSW,16386,10,96
1129610,587,1121,50165,10,96,NSW,16138,10,95
1129611,409,1139,51971,10,99,NSW,16863,10,99
1129612,327,1135,51681,10,99,NSW,16733,10,98
1129613,348,1138,51892,10,99,NSW,16820,10,99
1129614,628,1135,51732,10,99,NSW,16756,10,98
1129615,437,1134,51569,10,99,NSW,16675,10,98
1129616,425,1134,51597,10,99,NSW,16689,10,98
1129617,383,1141,52075,10,100,NSW,16914,10,99
